sample_id,athlete_name,distance,round,start_ratio_to_mean,finish_ratio_to_mean,finish_vs_mid_delta,finish_vs_previous_delta,lap_time_std,lap_time_cv,lap_time_delta_std,start_position,final_position,mean_position,position_std,position_range,position_gain_total,overtake_events_count,position_loss_events_count,positive_position_gain_sum,negative_position_loss_sum,position_stability_score
1500m_000000,Yutong Han,1500m,Heats,0.929527692830445,0.9418960244648318,-0.4140000000000015,-0.08000000000000007,1.0052972333954409,0.09564499672127877,1.1539352957019156,4.0,1.0,4.785714285714286,2.6941124249447643,6.0,3.0,2,2,6.0,3.0,0.2707010196136498
1500m_000001,Hitomi Saito,1500m,Heats,0.9137814899636267,0.9967668058736362,0.2919999999999998,0.47000000000000064,0.9131072418751456,0.0861073783258254,1.1425275623674171,3.0,2.0,4.0,1.9215378456610457,5.0,1.0,3,3,5.0,4.0,0.3422854855312455
1500m_000002,Yara VAN KERKHOF,1500m,Heats,0.9345882352941176,0.9807058823529412,0.07200000000000095,0.3200000000000003,0.9035719715065911,0.08504206790650269,1.0978247723426682,6.0,3.0,6.285714285714286,2.2336094083368714,5.0,3.0,2,2,5.0,2.0,0.3092519453406482
1500m_000003,Ekaterina STRELKOVA,1500m,Heats,0.939722203761547,1.0206685718083337,0.5860000000000003,0.41999999999999993,0.7205145444688877,0.06703797183866834,1.0574291514122405,8.0,4.0,3.0714285714285716,2.5256921584232868,7.0,4.0,3,3,9.0,5.0,0.2836322500848193
1500m_000004,Cecilia Maffei,1500m,Heats,0.938230605738576,1.007970244420829,0.4239999999999995,0.1899999999999995,0.6444283607104144,0.05992293471005448,0.8150373595338422,7.0,5.0,3.7857142857142856,1.4238934396479699,5.0,2.0,3,3,6.0,4.0,0.4125593904595217
