sample_id,predicted_label,true_label,max_probability
1000m_000000,2,2,0.8903004963995036
1000m_000001,2,2,0.8975896462359437
1000m_000002,2,2,0.9382563856198445
1000m_000003,2,2,0.8818936577000278
1000m_000004,1,1,0.9021236882672958
