sample_id,predicted_label,true_label,max_probability
male_500m_000000,2,2,0.4662181909055367
male_500m_000001,2,2,0.5988251906962816
male_500m_000002,0,0,0.5748708316960036
male_500m_000003,0,0,0.7395504878634753
male_500m_000004,3,3,0.7984040987587676
