sample_id,athlete_name,gender,distance,round,reconstructed_total_time,official_total_time_filled,mean_lap_time,lap1_time,lap2_time,lap3_time,lap4_time,lap5_time,lap1_position,lap2_position,lap3_position,lap4_position,lap5_position,median_lap_time,lap_time_std,lap_time_cv,fastest_lap_time,slowest_lap_time,lap_time_range,early_lap_mean_time,mid_lap_mean_time,late_lap_mean_time,start_ratio_to_mean,finish_ratio_to_mean,finish_vs_mid_delta,finish_vs_previous_delta,start_position,final_position,mean_position,position_std,best_position,worst_position,position_range,position_gain_total,position_stability_score,overtake_events_count,position_loss_events_count,positive_position_gain_sum,negative_position_loss_sum,lap_time_delta_std,lap2_time_delta_from_previous,lap3_time_delta_from_previous,lap4_time_delta_from_previous,lap5_time_delta_from_previous,lap2_position_gain_from_previous,lap3_position_gain_from_previous,lap4_position_gain_from_previous,lap5_position_gain_from_previous,start_explosion_time,first_turn_position,early_position_gain_lap1_2,first_two_lap_mean_time,explosive_stability_lap1_3_std,last_lap_conversion_delta,late_position_conversion
female_500m_000000,Marianne St-Gelais,female,500m,Heats,43.81,43.815,8.762,7.34,9.43,8.88,9.03,9.13,1.0,1.0,1.0,1.0,1.0,9.03,0.8199817071130309,0.0935838515308184,7.34,9.43,2.09,8.385,8.955,9.13,0.8377082857795023,1.041999543483223,0.1750000000000007,0.10000000000000142,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,1.1404787006633073,2.09,-0.5499999999999989,0.14999999999999858,0.10000000000000142,0.0,0.0,0.0,0.0,7.34,1.0,0.0,8.385,1.0833743581975717,0.10000000000000142,0.0
female_500m_000001,Yutong Han,female,500m,Heats,43.87,43.877,8.774,7.69,9.56,8.9,8.82,8.9,3.0,3.0,2.0,2.0,2.0,8.9,0.6757810296242415,0.07702086045409637,7.69,9.56,1.87,8.625,8.86,8.9,0.8764531570549352,1.0143606108958287,0.040000000000000924,0.08000000000000007,3.0,2.0,2.4,0.5477225575051661,2.0,3.0,1.0,1.0,0.646110632135477,1,0,1.0,0.0,1.0922873553541974,1.87,-0.6600000000000001,-0.08000000000000007,0.08000000000000007,0.0,1.0,0.0,0.0,7.69,3.0,0.0,8.625,0.9483845914676879,0.08000000000000007,0.0
female_500m_000002,Selma Poutsma,female,500m,Heats,44.96999999999999,44.978,8.993999999999998,7.88,9.5,9.13,9.09,9.37,4.0,4.0,3.0,3.0,3.0,9.13,0.6453913541410358,0.07175798911952812,7.88,9.5,1.62,8.69,9.11,9.37,0.8761396486546589,1.0418056482099178,0.2599999999999998,0.27999999999999936,4.0,3.0,3.4,0.5477225575051661,3.0,4.0,1.0,1.0,0.646110632135477,1,0,1.0,0.0,0.8729786175311894,1.62,-0.3699999999999992,-0.040000000000000924,0.27999999999999936,0.0,1.0,0.0,0.0,7.88,4.0,0.0,8.69,0.8489012506371596,0.27999999999999936,0.0
female_500m_000003,Sumire Kikuchi,female,500m,Heats,45.64,45.642,9.128,7.54,9.63,9.36,9.43,9.68,2.0,2.0,4.0,4.0,4.0,9.43,0.8977026233670035,0.09834603674046927,7.54,9.68,2.1399999999999997,8.585,9.395,9.68,0.8260297984224364,1.060473269062226,0.28500000000000014,0.25,2.0,4.0,3.2,1.0954451150103321,2.0,4.0,2.0,-2.0,0.47722557505166113,0,1,0.0,2.0,1.0588515791491593,2.0900000000000007,-0.27000000000000135,0.07000000000000028,0.25,0.0,-2.0,0.0,0.0,7.54,2.0,0.0,8.585,1.1367644141744293,0.25,0.0
female_500m_000004,Kamila SELLIER,female,500m,Heats,48.449999999999996,48.454,9.69,7.93,10.11,9.83,10.14,10.44,5.0,5.0,5.0,5.0,5.0,10.11,1.0072983669201494,0.10395235984728064,7.93,10.44,2.51,9.02,9.985,10.44,0.8183694530443757,1.0773993808049536,0.45500000000000007,0.29999999999999893,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,1.0,0,0,0.0,0.0,1.0711170181948684,2.1799999999999997,-0.27999999999999936,0.3100000000000005,0.29999999999999893,0.0,0.0,0.0,0.0,7.93,5.0,0.0,9.02,1.186086000254619,0.29999999999999893,0.0
