sample_id,predicted_label,true_label,max_probability
female_1000m_000000,0,0,0.9605551446277242
female_1000m_000001,0,0,0.8802724900307292
female_1000m_000002,4,4,0.9628898452453647
female_1000m_000003,4,4,0.897431865933423
female_1000m_000004,3,3,0.9921279710632405
