sample_id,predicted_label,true_label,max_probability
female_1000m_000000,1,1,0.9727319727687175
female_1000m_000001,1,1,0.8808202734858326
female_1000m_000002,0,0,0.8546958261399211
female_1000m_000003,0,0,0.9358926858478708
female_1000m_000004,1,1,0.8602112938038231
