sample_id,predicted_label,true_label,max_probability
male_1500m_000000,1,1,0.9434646813023588
male_1500m_000001,1,1,0.8750480635075013
male_1500m_000002,1,1,0.5831424291967734
male_1500m_000003,0,0,0.8683053966879186
male_1500m_000004,0,0,0.9222314448906028
