sample_id,athlete_name,distance,round,reconstructed_total_time,official_total_time_filled,mean_lap_time,lap_time_std,lap_time_cv,lap_time_range,lap_time_delta_std,position_std,position_range,position_loss_events_count,negative_position_loss_sum,finish_vs_mid_delta,finish_vs_previous_delta,final_position,position_gain_total
500m_000000,Marianne St-Gelais,500m,Heats,43.81,43.815,8.762,0.8199817071130309,0.0935838515308184,2.09,1.1404787006633073,0.0,0.0,0,0.0,0.1750000000000007,0.10000000000000142,1.0,0.0
500m_000001,Yutong Han,500m,Heats,43.87,43.877,8.774,0.6757810296242415,0.07702086045409637,1.87,1.0922873553541974,0.5477225575051661,1.0,0,0.0,0.040000000000000924,0.08000000000000007,2.0,1.0
500m_000002,Selma Poutsma,500m,Heats,44.96999999999999,44.978,8.993999999999998,0.6453913541410358,0.07175798911952812,1.62,0.8729786175311894,0.5477225575051661,1.0,0,0.0,0.2599999999999998,0.27999999999999936,3.0,1.0
500m_000003,Sumire Kikuchi,500m,Heats,45.64,45.642,9.128,0.8977026233670035,0.09834603674046927,2.1399999999999997,1.0588515791491593,1.0954451150103321,2.0,1,2.0,0.28500000000000014,0.25,4.0,-2.0
500m_000004,Kamila SELLIER,500m,Heats,48.449999999999996,48.454,9.69,1.0072983669201494,0.10395235984728064,2.51,1.0711170181948684,0.0,0.0,0,0.0,0.45500000000000007,0.29999999999999893,5.0,0.0
