sample_id,predicted_label,true_label,max_probability
male_1500m_000000,3,3,0.5463900135236391
male_1500m_000001,9,9,0.4515434891443566
male_1500m_000002,7,7,0.5369990899865522
male_1500m_000003,7,7,0.4679786123156188
male_1500m_000004,3,3,0.5860447753656436
