sample_id,predicted_label,true_label,max_probability
male_1500m_000000,0,0,0.7814796147156025
male_1500m_000001,1,1,0.567101132430705
male_1500m_000002,0,0,0.9526966215197895
male_1500m_000003,0,0,0.9087565305846932
male_1500m_000004,0,0,0.8895434625263108
