sample_id,predicted_label,true_label,max_probability
1500m_000000,1,1,0.5515830318249353
1500m_000001,1,1,0.47830565972264905
1500m_000002,1,1,0.5421638677541568
1500m_000003,1,1,0.42317421895357704
1500m_000004,3,1,0.4181554683976674
