sample_id,predicted_label,true_label,max_probability
male_1000m_000000,0,0,0.8735125610182214
male_1000m_000001,0,0,0.9432858774028768
male_1000m_000002,0,0,0.8801066202571447
male_1000m_000003,0,0,0.9258608795605098
male_1000m_000004,0,0,0.7991609250229359
