sample_id,predicted_label,true_label,max_probability
male_1000m_000000,1,1,0.6671687286328905
male_1000m_000001,1,1,0.535677131812572
male_1000m_000002,0,0,0.9972780893618544
male_1000m_000003,1,1,0.5001802932429841
male_1000m_000004,0,0,0.930137585481032
