sample_id,predicted_label,true_label,max_probability
female_1500m_000000,3,3,0.655838253498726
female_1500m_000001,2,2,0.5809113118344026
female_1500m_000002,2,2,0.5765218146622443
female_1500m_000003,2,2,0.5565065692603369
female_1500m_000004,2,2,0.4994329132480753
