sample_id,predicted_label,true_label,max_probability
female_1000m_000000,0,0,0.9369071563695376
female_1000m_000001,0,0,0.8932437526943081
female_1000m_000002,0,0,0.9567636900362697
female_1000m_000003,0,0,0.9668794742885564
female_1000m_000004,0,0,0.9386383950710127
