sample_id,predicted_label,true_label,max_probability
female_1500m_000000,3,3,0.9864778102983948
female_1500m_000001,3,3,0.9784535665466578
female_1500m_000002,3,3,0.9698830325757553
female_1500m_000003,3,3,0.9663658402731334
female_1500m_000004,3,3,0.9098887096903482
