sample_id,predicted_label,true_label,max_probability
500m_000000,1,1,0.5710810457210647
500m_000001,1,1,0.6270924667770679
500m_000002,0,0,0.5112846756982562
500m_000003,0,0,0.6596251384366777
500m_000004,0,0,0.9565990021061854
