sample_id,predicted_label,true_label,max_probability
1000m_000000,0,0,0.9922943231881672
1000m_000001,0,0,0.8992931098453595
1000m_000002,4,4,0.8022569551654319
1000m_000003,4,4,0.9229666866681477
1000m_000004,3,3,0.9933492610888789
