sample_id,athlete_name,distance,round,reconstructed_total_time,official_total_time_filled,mean_lap_time,lap_time_std,lap_time_cv,lap_time_range,lap_time_delta_std,position_std,position_range,position_loss_events_count,negative_position_loss_sum,finish_vs_mid_delta,finish_vs_previous_delta,final_position,position_gain_total
1500m_000000,Yutong Han,1500m,Heats,147.15,147.151,10.510714285714286,1.0052972333954409,0.09564499672127877,3.59,1.1539352957019156,2.6941124249447643,6.0,2,3.0,-0.4140000000000015,-0.08000000000000007,1.0,3.0
1500m_000001,Hitomi Saito,1500m,Heats,148.45999999999998,148.466,10.604285714285712,0.9131072418751456,0.0861073783258254,3.200000000000001,1.1425275623674171,1.9215378456610457,5.0,3,4.0,0.2919999999999998,0.47000000000000064,2.0,1.0
1500m_000002,Yara VAN KERKHOF,1500m,Heats,148.75,148.75900000000001,10.625,0.9035719715065911,0.08504206790650269,3.24,1.0978247723426682,2.2336094083368714,5.0,2,2.0,0.07200000000000095,0.3200000000000003,3.0,3.0
1500m_000003,Ekaterina STRELKOVA,1500m,Heats,150.47000000000003,150.475,10.747857142857145,0.7205145444688877,0.06703797183866834,2.6799999999999997,1.0574291514122405,2.5256921584232868,7.0,3,5.0,0.5860000000000003,0.41999999999999993,4.0,4.0
1500m_000004,Cecilia Maffei,1500m,Heats,150.56,150.567,10.754285714285714,0.6444283607104144,0.05992293471005448,2.25,0.8150373595338422,1.4238934396479699,5.0,3,4.0,0.4239999999999995,0.1899999999999995,5.0,2.0
