sample_id,predicted_label,true_label,max_probability,probability_positive
1500m_000000,0,0,0.7005094359132369,0.2994905640867634
1500m_000001,0,0,0.8258069769306333,0.17419302306936632
1500m_000002,0,0,0.8385013292293675,0.16149867077063218
1500m_000003,0,0,0.9125017429504697,0.08749825704953032
1500m_000004,0,0,0.9654763774720003,0.03452362252799971
