sample_id,predicted_label,true_label,max_probability
female_500m_000000,7,7,0.49991554583807307
female_500m_000001,3,3,0.5692256087935083
female_500m_000002,3,3,0.5597371787105565
female_500m_000003,3,3,0.5472079131534994
female_500m_000004,3,3,0.7279872297161937
