sample_id,predicted_label,true_label,max_probability
male_1000m_000000,1,1,0.963646312702072
male_1000m_000001,0,1,0.5619184110007888
male_1000m_000002,1,1,0.6374552931700439
male_1000m_000003,0,0,0.6125481430776302
male_1000m_000004,1,1,0.9545412223215481
