sample_id,predicted_label,true_label,max_probability
female_1500m_000000,1,1,0.9564002313999777
female_1500m_000001,1,1,0.9119734711344097
female_1500m_000002,1,1,0.7405602895033315
female_1500m_000003,0,0,0.8762958474596465
female_1500m_000004,0,0,0.978028737847943
