sample_id,predicted_label,true_label,max_probability
male_500m_000000,5,5,0.32821092651475603
male_500m_000001,7,7,0.48843459232922776
male_500m_000002,1,1,0.5396806347807195
male_500m_000003,1,1,0.618556740724367
male_500m_000004,3,3,0.5216191783553439
