sample_id,predicted_label,true_label,max_probability
1500m_000000,11,11,0.6883930865016468
1500m_000001,10,10,0.7272154301420335
1500m_000002,11,11,0.6930400671634719
1500m_000003,3,3,0.5594978719150028
1500m_000004,2,2,0.6938456406124492
