sample_id,predicted_label,true_label,max_probability,probability_positive
1000m_000000,0,0,0.9076854587232474,0.09231454127675312
1000m_000001,0,0,0.8676260788166409,0.1323739211833591
1000m_000002,0,0,0.9455658002285666,0.054434199771433385
1000m_000003,0,0,0.9565473050942519,0.04345269490574811
1000m_000004,0,0,0.9358874331516371,0.06411256684836286
