sample_id,predicted_label,true_label,max_probability
male_500m_000000,0,0,0.983906439293489
male_500m_000001,3,3,0.8828375730135388
male_500m_000002,4,4,1.0
male_500m_000003,3,3,1.0
male_500m_000004,2,2,1.0
