sample_id,predicted_label,true_label,max_probability,probability_positive
1000m_000000,1,1,0.9785342772944825,0.9785342772944825
1000m_000001,1,1,0.8105530519236152,0.8105530519236152
1000m_000002,0,0,0.8344581631007961,0.165541836899204
1000m_000003,0,0,0.9222346595595302,0.07776534044047023
1000m_000004,1,1,0.8982101916492151,0.8982101916492151
