sample_id,predicted_label,true_label,max_probability
male_1500m_000000,7,7,0.49539321879509873
male_1500m_000001,9,9,0.6863701729848722
male_1500m_000002,3,3,0.35631287834323605
male_1500m_000003,10,10,0.5952136501592047
male_1500m_000004,7,7,0.4312383379253535
