sample_id,predicted_label,true_label,max_probability
female_500m_000000,2,2,0.6587590994961698
female_500m_000001,2,2,0.5905441679039213
female_500m_000002,1,1,0.5340452504119481
female_500m_000003,0,0,0.6266786599879134
female_500m_000004,0,0,0.9844599309693137
