sample_id,risk_score,risk_label
1000m_000000,-0.058193078179705815,0
1000m_000001,-0.059839943439288557,0
1000m_000002,-0.06589352762993272,0
1000m_000003,-0.06103137801798075,0
1000m_000004,0.01992598409844093,1
