sample_id,predicted_label,true_label,max_probability
1000m_000000,7,5,0.34512793414162746
1000m_000001,3,3,0.5340541992734981
1000m_000002,7,7,0.45882934979791445
1000m_000003,3,3,0.5574552435698114
1000m_000004,7,7,0.6691902290223327
