sample_id,predicted_label,true_label,max_probability,probability_positive
500m_000000,0,0,0.6549977939948685,0.3450022060051311
500m_000001,0,0,0.7263854919808995,0.2736145080191008
500m_000002,0,0,0.9271891204321899,0.07281087956781013
500m_000003,0,0,0.9664390917344582,0.03356090826554209
500m_000004,0,0,0.9961779514066571,0.0038220485933428334
