sample_id,predicted_label,true_label,max_probability,probability_positive
500m_000000,1,1,1.0,1.0
500m_000001,1,1,0.8327909793921648,0.8327909793921648
500m_000002,0,0,0.7768150358405449,0.22318496415945507
500m_000003,0,0,0.9576751703907969,0.0423248296092035
500m_000004,0,0,0.9990197524829708,0.0009802475170291522
