sample_id,predicted_label,true_label,max_probability
male_500m_000000,1,1,0.5845525317354788
male_500m_000001,5,5,0.9722994075285767
male_500m_000002,1,1,0.9179367509562432
male_500m_000003,3,3,0.9228368596674316
male_500m_000004,1,1,0.9997671059512863
