sample_id,predicted_label,true_label,max_probability
male_1500m_000000,1,1,0.901935607992739
male_1500m_000001,3,3,0.9847486065142538
male_1500m_000002,3,3,0.9839374589306434
male_1500m_000003,3,3,0.9205779783187223
male_1500m_000004,3,3,0.9917529037544442
