sample_id,predicted_label,true_label,max_probability
1500m_000000,3,3,0.6007718443058849
1500m_000001,3,3,0.6322499849011126
1500m_000002,3,3,0.6992192234578454
1500m_000003,3,3,0.6296906259277527
1500m_000004,3,3,0.6981640160300818
