sample_id,predicted_label,true_label,max_probability
female_1500m_000000,11,11,0.6445084628041683
female_1500m_000001,10,2,0.4404805274644249
female_1500m_000002,11,11,0.7876455267439509
female_1500m_000003,3,3,0.6632153878535212
female_1500m_000004,2,2,0.6810936641930985
