cluster,start_ratio_to_mean,finish_ratio_to_mean,finish_vs_mid_delta,finish_vs_previous_delta,lap_time_std,lap_time_cv,lap_time_delta_std,start_position,final_position,mean_position,position_std,position_range,position_gain_total,overtake_events_count,position_loss_events_count,positive_position_gain_sum,negative_position_loss_sum,position_stability_score
0,0.9476162820128584,0.9374233679171787,-0.23468643439584883,0.2506271312083025,1.5470749090141378,0.137440053944279,1.3064259791957824,3.4484803558191253,3.4573758339510747,3.605898549189876,0.7981005357379442,2.1942179392142327,-0.008895478131949491,1.7264640474425503,1.86286137879911,2.2579688658265344,2.2668643439584875,0.5747980385721836
1,1.005486446828471,0.9014481095685937,-0.42332550335570474,0.18416778523489932,1.7868123979047839,0.15868916885727685,1.4329393416148417,4.881711409395972,2.3439597315436247,3.5770613614573348,1.6244871993059122,4.544463087248323,2.5377516778523455,3.2390939597315445,2.371644295302014,5.947147651006714,3.4093959731543624,0.39088395718360064
2,0.9525145602467177,0.9510524562442996,0.10166900790166819,0.2441378402107112,1.8179258070684967,0.15819083988851954,1.6489196933582464,2.8156277436347668,4.885864793678666,3.8388310548099835,1.6499827525931945,4.633889376646181,-2.070237050043897,2.215978928884987,3.914837576821774,4.036874451273047,6.107111501316947,0.3869016103045347
3,0.8120804846188514,1.7099060910394306,11.412314285714288,4.562847619047619,6.0112493147721695,0.45274996921690025,6.975843455278898,3.923809523809524,6.0095238095238095,4.095238095238095,1.5625121968023288,4.571428571428571,-2.085714285714286,2.361904761904762,3.2857142857142856,4.180952380952381,6.2666666666666675,0.41152903026671406
