gender,distance,model_id,task,feature,importance_mean,importance_std
female,500m,female_500m_grade,grade,lap_time_std,0.2301025509215427,0.008191547706366436
female,500m,female_500m_grade,grade,lap_time_cv,0.10699582201521021,0.001456196026784047
female,500m,female_500m_grade,grade,lap_time_range,0.07021147149730708,0.009298065854383865
female,500m,female_500m_grade,grade,explosive_stability_lap1_3_std,0.04878973468584391,0.0032850614166929962
female,500m,female_500m_grade,grade,lap3_time_delta_from_previous,0.04874827377223681,0.005502160777331489
female,500m,female_500m_grade,grade,start_ratio_to_mean,0.045381713419901715,0.00443739829035472
female,500m,female_500m_grade,grade,lap_time_delta_std,0.021698589946999636,0.003432002889145125
female,500m,female_500m_grade,grade,finish_vs_mid_delta,0.02075058470198321,0.0024633759558950023
female,500m,female_500m_grade,grade,lap4_time_delta_from_previous,0.02047936813970272,0.0024882755766739498
female,500m,female_500m_grade,grade,lap2_time_delta_from_previous,0.01953833244134734,0.003456943781369206
female,500m,female_500m_grade,grade,finish_ratio_to_mean,0.01913968362153698,0.004946268660648239
female,500m,female_500m_grade,grade,finish_vs_previous_delta,0.012772026139597548,0.0014535838329431637
female,500m,female_500m_grade,grade,last_lap_conversion_delta,0.011021051317103903,0.0018213684010389803
female,500m,female_500m_grade,grade,lap5_time_delta_from_previous,0.008913372811399062,0.0018501409369935577
female,500m,female_500m_grade,grade,lap4_position,0.006741627251277804,0.001163412979651029
female,500m,female_500m_grade,grade,lap5_position,0.006359044841529965,0.005050660107437783
female,500m,female_500m_grade,grade,first_turn_position,0.005824568752091336,0.004527613176865438
female,500m,female_500m_grade,grade,position_stability_score,0.0029942799227610783,0.0021009258691669
female,500m,female_500m_grade,grade,lap1_position,0.002982732020506418,0.0032408339279937676
female,500m,female_500m_grade,grade,position_std,0.0025830957122347786,0.0018128432207992833
female,500m,female_500m_grade,grade,lap2_position,0.0017643780060997982,0.003526187186940809
female,500m,female_500m_grade,grade,lap2_position_gain_from_previous,0.0017482517482517723,0.0
female,500m,female_500m_grade,grade,early_position_gain_lap1_2,0.0017482517482517723,0.0
female,500m,female_500m_grade,grade,negative_position_loss_sum,0.0013424075924076129,0.0007029426978769856
female,500m,female_500m_grade,grade,lap3_position,0.0009928992452301333,0.000769568601871673
female,500m,female_500m_grade,grade,position_gain_total,0.0008972815264206013,0.0014739236599397463
female,500m,female_500m_grade,grade,position_range,0.0005226561517952533,0.0013582058190208062
female,500m,female_500m_grade,grade,position_loss_events_count,0.0004682817182817267,0.0014027623588075196
female,500m,female_500m_grade,grade,positive_position_gain_sum,2.3155652294742923e-05,4.010676625689361e-05
female,500m,female_500m_grade,grade,late_position_conversion,0.0,0.0
female,500m,female_500m_grade,grade,overtake_events_count,-0.00035146972233066065,0.0007396845717573792
female,500m,female_500m_grade,grade,lap3_position_gain_from_previous,-0.00040584415584415945,0.0007029426978769856
female,500m,female_500m_grade,grade,lap5_position_gain_from_previous,-0.0004139072847682279,0.0007169084468414504
female,500m,female_500m_grade,grade,lap4_position_gain_from_previous,-0.0004139072847682279,0.0007169084468414504
